hour_start_utc,temp,rad,dewpoint,rh
2026-07-02 03:00,18,3,9.4,57
2026-07-02 04:00,18.5,28,9.5,55.9
2026-07-02 05:00,19.6,206,9.9,53.5
2026-07-02 06:00,21.1,383,11,52.3
2026-07-02 07:00,22.4,557,9.6,44.3
2026-07-02 08:00,23.8,714,8.2,36.8
2026-07-02 09:00,25,849,7.5,32.7
2026-07-02 10:00,25.9,934,7.4,30.8
2026-07-02 11:00,26.7,993,6.6,27.8
2026-07-02 12:00,26.8,759,8.8,32.3
2026-07-02 13:00,27.7,870,7.9,28.5
2026-07-02 14:00,27.3,759,10,33.8
2026-07-02 15:00,27.6,593,8.3,29.7
2026-07-02 16:00,27.4,418,8.2,29.9
2026-07-02 17:00,27.3,247,8.3,30.2
2026-07-02 18:00,26.1,78,8.7,33.3
2026-07-02 19:00,24.5,6,9,37.5
2026-07-02 20:00,23.6,1,8.3,37.7
2026-07-02 21:00,22.7,1,7.9,38.7
2026-07-02 22:00,21.8,1,8.3,41.8
2026-07-02 23:00,21.4,1,8.9,44.7
2026-07-03 00:00,21.3,1,9.3,46.4
2026-07-03 01:00,21.1,1,10.8,51.7
2026-07-03 02:00,20.6,1,11.7,56.7
2026-07-03 03:00,20.4,4,12.2,59.5
2026-07-03 04:00,20.1,50,12.4,61
2026-07-03 05:00,21.1,250,12.7,58.7
2026-07-03 06:00,22.4,455,12.3,52.8
2026-07-03 07:00,23.4,545,12.2,49.5
2026-07-03 08:00,24.4,700,12.5,47.6
2026-07-03 09:00,24.5,813,13.8,51.3
2026-07-03 10:00,25.8,994,13.6,46.9
2026-07-03 11:00,26.5,724,12.6,42.4
2026-07-03 12:00,27.4,736,11.7,37.7
2026-07-03 13:00,27.6,803,12.4,39.1
2026-07-03 14:00,28.2,571,10.2,32.7
2026-07-03 15:00,28.3,436,9.5,30.8
2026-07-03 16:00,28.2,431,9.3,30.6
2026-07-03 17:00,27.4,253,8.8,31
2026-07-03 18:00,26.3,81,8.5,32.4
2026-07-03 19:00,24.6,7,8.3,35.3
2026-07-03 20:00,23.4,1,9.2,40.4
2026-07-03 21:00,22.7,1,9.3,42.5
2026-07-03 22:00,21.9,1,8.5,42.2
2026-07-03 23:00,21.5,1,7.5,40.5
2026-07-04 00:00,21,1,8.4,44.3
2026-07-04 01:00,20.5,1,8,44.3
2026-07-04 02:00,20.1,1,6.9,42.4
2026-07-04 03:00,19.6,3,6.3,41.8
2026-07-04 04:00,19.5,26,5.3,39.1
2026-07-04 05:00,20.5,208,6,38.9
2026-07-04 06:00,22,384,6.1,35.8
2026-07-04 07:00,23.3,562,5.9,32.6
2026-07-04 08:00,24.6,719,5.4,29.1
2026-07-04 09:00,25.7,858,6,28.4
2026-07-04 10:00,26.3,945,6.8,29.1
2026-07-04 11:00,26.6,970,8.2,31.4
2026-07-04 12:00,27.2,954,7.1,28.1
2026-07-04 13:00,28.4,881,5.5,23.3
2026-07-04 14:00,28.5,770,4.8,22
2026-07-04 15:00,28.9,607,3,19
2026-07-04 16:00,29.2,433,0.8,16.1
2026-07-04 17:00,29.2,261,2.1,17.5
2026-07-04 18:00,28,83,1.7,18.3
2026-07-04 19:00,25.9,7,1.9,20.9
2026-07-04 20:00,24.4,1,1.9,22.9
2026-07-04 21:00,23.1,1,2.5,26
2026-07-04 22:00,21.7,1,3.4,29.9
2026-07-04 23:00,21.2,1,3.3,30.8
2026-07-05 00:00,20.6,1,2.8,30.8
2026-07-05 01:00,20.1,1,2.5,31.3
2026-07-05 02:00,19.3,1,2.7,33
2026-07-05 03:00,18.6,3,3.1,35.6
2026-07-05 04:00,18.1,24,3.8,38.8
2026-07-05 05:00,19.8,205,5.4,38.7
2026-07-05 06:00,21.8,382,7.7,40.4
2026-07-05 07:00,22.4,554,9.4,43.5
2026-07-05 08:00,23.4,709,8.7,39
2026-07-05 09:00,24.6,841,9,37.3
2026-07-05 10:00,26,930,7.7,31.4
2026-07-05 11:00,27,951,5.5,25.5
2026-07-05 12:00,28.5,934,4.2,21.2
2026-07-05 13:00,29.5,867,5.9,22.5
2026-07-05 14:00,29.9,747,6.1,22.3
2026-07-05 15:00,30,578,6.3,22.5
2026-07-05 16:00,29.7,355,7.1,24.2
2026-07-05 17:00,28.8,250,7.2,25.6
2026-07-05 18:00,27.5,68,7.8,28.8
2026-07-05 19:00,26,8,8.3,32.5
2026-07-05 20:00,24.2,2,8.7,37.4
2026-07-05 21:00,23.5,1,9,39.7
2026-07-05 22:00,22.9,1,9.4,42
2026-07-05 23:00,22.3,1,9.7,44.8
2026-07-06 00:00,21.6,1,9.9,47.4
2026-07-06 01:00,20.6,1,10.2,51.2
2026-07-06 02:00,20,1,10.6,54.8
2026-07-06 03:00,19.7,3,10.7,56
2026-07-06 04:00,19.8,40,11.1,57.1
2026-07-06 05:00,21.3,201,11.8,54.8
2026-07-06 06:00,22.4,360,13,55.4
2026-07-06 07:00,23,518,13.1,53.6
2026-07-06 08:00,23.8,703,13.5,52.6
2026-07-06 09:00,24.9,833,12.5,46.1
2026-07-06 10:00,26.2,890,10.8,38.1
2026-07-06 11:00,27.6,929,8.7,30.5
2026-07-06 12:00,28.6,926,6.8,25.5
2026-07-06 13:00,29.6,880,4.9,21.4
2026-07-06 14:00,29.8,627,5.7,22
2026-07-06 15:00,30.2,602,6.2,22.2
2026-07-06 16:00,29.6,424,8,25.9
2026-07-06 17:00,29.9,247,5.2,21
2026-07-06 18:00,28.9,69,5.8,23.3
2026-07-06 19:00,26.6,8,6.7,28.2
2026-07-06 20:00,25.3,1,7.2,31.7
2026-07-06 21:00,24.2,1,7.3,34
2026-07-06 22:00,23.3,1,6.9,34.7
2026-07-06 23:00,22.7,1,6.3,34.6
2026-07-07 00:00,21.6,1,6.2,36.8
2026-07-07 01:00,20.8,1,6.1,38.5
2026-07-07 02:00,20,1,6,40.1
2026-07-07 03:00,19.3,3,6.1,42
2026-07-07 04:00,19.1,24,6.5,43.8
2026-07-07 05:00,21.2,199,7.4,41
2026-07-07 06:00,22.8,365,9.3,42.3
2026-07-07 07:00,23.5,528,10.8,44.9
2026-07-07 08:00,24.3,706,11.7,45.3
2026-07-07 09:00,25.3,866,11.8,42.9
2026-07-07 10:00,26.9,969,10.2,35.1
2026-07-07 11:00,29,990,7.6,26.2
2026-07-07 12:00,29.6,741,5.6,22
2026-07-07 13:00,30.8,691,3.3,17.5
2026-07-07 14:00,31.2,433,2.6,16.2
2026-07-07 15:00,31.8,482,2,15.1
2026-07-07 16:00,29.8,451,7.9,25.7
2026-07-07 17:00,29.7,175,3.7,19.2
2026-07-07 18:00,28.5,51,5.9,23.8
2026-07-07 19:00,26.7,7,5.2,25.3
2026-07-07 20:00,25.2,1,4.9,26.9
2026-07-07 21:00,24.3,1,4.3,27.3
2026-07-07 22:00,23.5,1,4.3,28.6
2026-07-07 23:00,22.9,1,4.2,29.4
2026-07-08 00:00,22.3,1,4.3,31
2026-07-08 01:00,21.5,1,4.9,33.8
2026-07-08 02:00,21.1,1,5.1,35.3
2026-07-08 03:00,20.5,2,5.5,37.3
2026-07-08 04:00,20.4,26,6.7,41.1
2026-07-08 05:00,22,195,8.3,41.5
2026-07-08 06:00,24.6,360,8.7,36.5
2026-07-08 07:00,25,531,9.5,37.6
2026-07-08 08:00,25.5,691,11.9,42.9
2026-07-08 09:00,27.2,829,10.8,36.5
2026-07-08 10:00,29,911,6.7,24.5
2026-07-08 11:00,30.2,933,5.7,21.4
2026-07-08 12:00,31.3,917,5.3,19.5
2026-07-08 13:00,32.3,855,5.7,19.1
2026-07-08 14:00,32,741,8.1,22.7
2026-07-08 15:00,32.7,580,6,18.9
2026-07-08 16:00,32.7,413,5,17.6
2026-07-08 17:00,31.6,239,7.2,21.9
2026-07-08 18:00,29.8,73,10.2,29.7
2026-07-08 19:00,28,6,10.6,33.9
2026-07-08 20:00,26.8,1,11,37.4
2026-07-08 21:00,26,1,11.2,39.7
2026-07-08 22:00,25.6,1,11.2,40.6
2026-07-08 23:00,25,1,11.2,42
2026-07-09 00:00,24.2,1,11.3,44.2
2026-07-09 01:00,23.7,1,11.5,46.5
2026-07-09 02:00,23.5,1,11.2,46.1
2026-07-09 03:00,22.9,2,11.1,47.4
2026-07-09 04:00,22.6,21,11.3,49
2026-07-09 05:00,23.2,189,11.7,48.4
2026-07-09 06:00,24.7,362,12.2,45.8
2026-07-09 07:00,25.1,532,13.7,49.1
2026-07-09 08:00,26.5,691,13.5,45.1
2026-07-09 09:00,27.5,825,13.6,43
2026-07-09 10:00,29,913,13.9,39.8
2026-07-09 11:00,29.9,944,14,38.3
2026-07-09 12:00,32.1,944,8.8,23.9
2026-07-09 13:00,32.3,873,7.5,22
2026-07-09 14:00,33.2,757,4.4,16.5
2026-07-09 15:00,33.3,593,3.9,15.8
2026-07-09 16:00,33,421,3.9,16
2026-07-09 17:00,32,252,4.4,17.7
2026-07-09 18:00,30.5,78,6.2,21.7
2026-07-09 19:00,29.1,6,6.1,23.4
2026-07-09 20:00,28,1,6.1,25
2026-07-09 21:00,26.8,1,7,28.4
2026-07-09 22:00,26.3,1,6.6,28.5
2026-07-09 23:00,25.1,2,7.7,33
2026-07-10 00:00,23.8,1,8.5,37.5
2026-07-10 01:00,22.7,1,9.2,42.3
2026-07-10 02:00,22,1,9.6,45.3
2026-07-10 03:00,21.9,2,9.8,46.3
2026-07-10 04:00,21.6,20,10.1,48.1
2026-07-10 05:00,22.4,185,10.8,47.7
2026-07-10 06:00,24.1,355,11.8,46.2
2026-07-10 07:00,24.5,522,12.9,48.5
2026-07-10 08:00,25.3,674,13.3,47.5
2026-07-10 09:00,26.2,806,13,44.1
2026-07-10 10:00,27.3,895,12.6,40.3
2026-07-10 11:00,28.5,921,12.5,37.2
2026-07-10 12:00,29.7,906,12.4,34.5
2026-07-10 13:00,30.9,844,11.8,31
2026-07-10 14:00,31.4,748,11.7,29.9
2026-07-10 15:00,32.9,611,8.9,23
2026-07-10 16:00,32.1,331,10.1,25.8
2026-07-10 17:00,30.7,121,13.9,36
2026-07-10 18:00,29.3,48,12.9,36.6
2026-07-10 19:00,28.1,5,12.9,39.5
2026-07-10 20:00,27.1,1,13,41.5
2026-07-10 21:00,26.8,1,11.6,38.8
2026-07-10 22:00,25.9,1,11.4,40.4
2026-07-10 23:00,24.8,1,13,47.9
2026-07-11 00:00,24.7,1,15,54.8
2026-07-11 01:00,24.6,1,15.8,58.2
2026-07-11 02:00,24.2,1,15.7,59.4
2026-07-11 03:00,23.6,7,15.9,62.2
2026-07-11 04:00,24,57,14.7,56.1
2026-07-11 05:00,24.6,185,14.3,52.9
2026-07-11 06:00,25.8,314,13.1,45.4
2026-07-11 07:00,26.2,412,13.9,46.8
2026-07-11 08:00,26.7,676,14.8,48.2
2026-07-11 09:00,27.9,817,14.6,44.2
2026-07-11 10:00,29.4,900,13.7,38.4
2026-07-11 11:00,30.1,942,11.6,32.1
2026-07-11 12:00,30.8,925,12.6,32.9
2026-07-11 13:00,32.4,895,10.1,25.4
2026-07-11 14:00,33.3,825,10.5,24.9
2026-07-11 15:00,28.8,168,14.6,42.6
2026-07-11 16:00,25,45,15.6,55.9
2026-07-11 17:00,25.8,64,13.6,47.1
2026-07-11 18:00,26.2,68,11.9,41.1
2026-07-11 19:00,25.8,5,10.4,38.1
2026-07-11 20:00,24,1,11.1,44.4
2026-07-11 21:00,24.3,0,11,43.3
2026-07-11 22:00,23.6,1,11,44.9
2026-07-11 23:00,23.5,1,11.2,45.9
2026-07-12 00:00,23.6,1,11.5,46.6
2026-07-12 01:00,23.1,1,11.8,49
2026-07-12 02:00,22.9,1,11.5,48.7
2026-07-12 03:00,22.2,2,12.5,54.2
2026-07-12 04:00,21,22,12.2,57.4
2026-07-12 05:00,22.1,177,12.5,54.6
2026-07-12 06:00,23.7,352,13.3,52
2026-07-12 07:00,24,524,14,53.4
2026-07-12 08:00,24.9,682,13.9,50.7
2026-07-12 09:00,26.3,818,13.5,45.4
2026-07-12 10:00,27.5,908,12.2,38.5
2026-07-12 11:00,28.6,941,13.3,38.8
2026-07-12 12:00,30,920,13.8,37.2
2026-07-12 13:00,31.5,861,14.2,35.1
2026-07-12 14:00,32.2,749,13.4,32.3
2026-07-12 15:00,33.7,593,7,19.4
2026-07-12 16:00,33.6,426,4.6,16.3
2026-07-12 17:00,32.7,255,4.8,17.3
2026-07-12 18:00,31.2,79,4.6,18.7
2026-07-12 19:00,29.4,6,4.6,20.6
2026-07-12 20:00,28.2,1,4.4,21.9
2026-07-12 21:00,27.7,1,5.2,23.8
2026-07-12 22:00,26.3,1,5.4,26.4
2026-07-12 23:00,25,1,5.8,29.1
2026-07-13 00:00,23.2,1,6.2,33.4
2026-07-13 01:00,22.5,1,6.5,35.6
2026-07-13 02:00,22.1,1,6.8,37.2
2026-07-13 03:00,21.7,5,7.7,40.6
2026-07-13 04:00,21.9,56,8,41
2026-07-13 05:00,22.7,120,9.1,42.1
2026-07-13 06:00,24,310,11.2,44.8
2026-07-13 07:00,24.8,487,11.3,42.9
2026-07-13 08:00,25.1,578,10.5,39.7
2026-07-13 09:00,25.5,519,11.1,40.4
2026-07-13 10:00,26.6,560,9.8,35
2026-07-13 11:00,27.5,764,9.5,32.4
2026-07-13 12:00,28.6,849,10,31.3
2026-07-13 13:00,28.1,350,10.7,34
2026-07-13 14:00,28.9,242,11.4,33.8
2026-07-13 15:00,27.5,110,14.1,43.8
2026-07-13 16:00,27.9,177,14,42.6
2026-07-13 17:00,28.6,142,12.4,36.8
2026-07-13 18:00,28.2,35,12.9,39
2026-07-13 19:00,27.3,4,12.6,40.2
2026-07-13 20:00,26.5,1,12.3,41.2
2026-07-13 21:00,25.5,1,12.2,43.6
2026-07-13 22:00,25.6,1,12.2,43.4
2026-07-13 23:00,24.9,1,12.7,46.7
2026-07-14 00:00,24.3,1,13.1,49.7
2026-07-14 01:00,24.3,1,13.2,50
2026-07-14 02:00,23.6,1,13.3,52.5
2026-07-14 03:00,23.1,1,13.5,54.5
2026-07-14 04:00,23.2,40,13.6,54.8
2026-07-14 05:00,24.4,150,14.4,53.8
2026-07-14 06:00,26.3,257,14,46.9
2026-07-14 07:00,27,463,15.3,48.8
2026-07-14 08:00,27.3,607,15.4,48
2026-07-14 09:00,28.5,672,14.5,42.6
2026-07-14 10:00,30.5,862,14.6,38.1
2026-07-14 11:00,31.1,892,14.3,36.1
2026-07-14 12:00,32.6,916,13.4,31.3
2026-07-14 13:00,33.3,797,12.5,28.5
2026-07-14 14:00,34,588,11.5,25.6
2026-07-14 15:00,33.9,440,12.2,26.9
2026-07-14 16:00,33.9,344,12.8,27.8
2026-07-14 17:00,32.8,124,12.3,28.9
2026-07-14 18:00,30.7,86,15.6,40.4
2026-07-14 19:00,29.6,8,13.6,37.6
2026-07-14 20:00,28.3,1,12.6,38.1
2026-07-14 21:00,27.9,1,11.9,37
2026-07-14 22:00,27.7,1,12,37.6
2026-07-14 23:00,27.1,1,12.7,41
2026-07-15 00:00,26.2,1,13,44.1
2026-07-15 01:00,25.1,1,13.3,47.9
2026-07-15 02:00,25,1,13.2,48
2026-07-15 03:00,24.2,2,13.7,51.6
2026-07-15 04:00,24,17,14.2,54
2026-07-15 05:00,25,117,14.6,52.6
2026-07-15 06:00,26.1,269,15.4,51.9
2026-07-15 07:00,26.5,390,15.3,50.1
2026-07-15 08:00,26.9,466,15.8,50.7
2026-07-15 09:00,27.8,598,15.7,47.6
2026-07-15 10:00,29,682,15.5,44.1
2026-07-15 11:00,26.7,44,16.3,54.1
2026-07-15 12:00,21.7,163,18.3,81.1
2026-07-15 13:00,25,495,18.6,68.2
2026-07-15 14:00,25.9,403,17.9,61.5
2026-07-15 15:00,25.2,248,18.2,65.4
2026-07-15 16:00,26.4,392,17.1,56.7
2026-07-15 17:00,26.5,233,15.7,51.6
2026-07-15 18:00,25.2,40,16,56.4
2026-07-15 19:00,23.9,3,17,65.2
2026-07-15 20:00,22.6,1,17.1,71.1
2026-07-15 21:00,22,1,17,73.4
2026-07-15 22:00,21.7,1,16.7,73.4
2026-07-15 23:00,21.6,1,16.5,72.6
2026-07-16 00:00,21.1,1,16.1,73.5
2026-07-16 01:00,20.4,1,15.9,75.3
2026-07-16 02:00,20.1,1,15.6,75.3
2026-07-16 03:00,19.5,2,15.1,75.7
2026-07-16 04:00,19.4,23,15,75.7
2026-07-16 05:00,20.9,163,15.2,70.1
2026-07-16 06:00,22.3,338,15.8,66.7
2026-07-16 07:00,23.3,496,16.1,63.8
2026-07-16 08:00,24.1,642,16.9,64.4
2026-07-16 09:00,24.7,772,16.8,61.5
2026-07-16 10:00,25.9,880,15.9,54
2026-07-16 11:00,26.7,746,15.6,50.6
2026-07-16 12:00,28.1,512,14.1,42.4
2026-07-16 13:00,29.1,460,15.6,44.2
2026-07-16 14:00,27.9,215,16.3,49.3
2026-07-16 15:00,28.2,239,15.9,47.1
2026-07-16 16:00,28.3,177,12.8,38.4
2026-07-16 17:00,27.2,9,13.2,42.2
2026-07-16 18:00,24.6,5,12.4,46.9
2026-07-16 19:00,24.4,2,11.7,45
2026-07-16 20:00,21.6,2,14.1,62.2
2026-07-16 21:00,20.4,2,15.4,74.1
2026-07-16 22:00,18.6,1,18.4,98.4
2026-07-16 23:00,18.5,1,18.5,99.9
2026-07-17 00:00,19.6,0,17.2,86.2
2026-07-17 01:00,19.3,1,17,86.3
2026-07-17 02:00,18.5,1,16.7,89.6
2026-07-17 03:00,19.5,1,13.9,70.4
2026-07-17 04:00,18.5,35,14.9,79.5
2026-07-17 05:00,19.3,104,15.9,80.8
2026-07-17 06:00,20.3,306,15.7,74.8
2026-07-17 07:00,22,507,14.5,62.5
2026-07-17 08:00,23.5,664,14.4,56.5
2026-07-17 09:00,23.4,799,15.3,60.3
2026-07-17 10:00,24.3,901,14.7,55.1
2026-07-17 11:00,25.5,916,14.2,49.4
2026-07-17 12:00,26.6,900,13.5,44.6
2026-07-17 13:00,27.5,823,13.2,41.6
2026-07-17 14:00,28.5,614,13.4,39.5
2026-07-17 15:00,29.9,554,12.8,35
2026-07-17 16:00,29.3,321,11.7,33.8
2026-07-17 17:00,28.3,140,12.5,37.6
2026-07-17 18:00,27.8,48,12.4,38.6
2026-07-17 19:00,27.2,2,11.4,37.5
2026-07-17 20:00,25.6,2,12.2,43.2
2026-07-17 21:00,24.7,1,11.5,43.4
2026-07-17 22:00,23.9,1,11.8,46.9
2026-07-17 23:00,22.7,1,12.7,53.5
2026-07-18 00:00,21.8,1,12.6,56
2026-07-18 01:00,21.1,1,12.5,58.1
2026-07-18 02:00,20.9,1,12.9,60.2
2026-07-18 03:00,20.5,1,12.9,61.4
2026-07-18 04:00,20.7,27,13.6,63.9
2026-07-18 05:00,22.1,147,14.9,64
2026-07-18 06:00,22.9,231,15.5,63
2026-07-18 07:00,23.6,391,15.9,62.1
2026-07-18 08:00,24.6,666,14.6,53.7
2026-07-18 09:00,25.8,793,13.1,45.5
2026-07-18 10:00,26.7,897,12.4,41.3
2026-07-18 11:00,27.7,939,12.5,39.1
2026-07-18 12:00,28.9,937,11.9,35.1
2026-07-18 13:00,28.3,790,13.5,40.4
2026-07-18 14:00,29.5,762,12.1,34.2
2026-07-18 15:00,29.4,559,10.9,31.7
2026-07-18 16:00,28.8,298,11.1,33.5
2026-07-18 17:00,28,160,11.1,35.1
2026-07-18 18:00,26.9,58,10.6,36.2
2026-07-18 19:00,25,5,11.3,42.1
2026-07-18 20:00,23.7,1,11.3,45.8
2026-07-18 21:00,22.9,1,11.5,48.6
2026-07-18 22:00,22.5,1,12.1,51.7
2026-07-18 23:00,21.7,1,12.1,54.5
2026-07-19 00:00,21.4,1,11.6,53.7
2026-07-19 01:00,20.8,1,11,53.6
2026-07-19 02:00,20.2,1,11.4,56.9
2026-07-19 03:00,19.5,2,11.7,60.4
2026-07-19 04:00,19.3,20,12.7,65.9
2026-07-19 05:00,20.4,150,12.8,61.8
2026-07-19 06:00,22.2,321,13.5,57.8
2026-07-19 07:00,22.8,501,14,57.6
2026-07-19 08:00,23.4,664,14.5,57.5
2026-07-19 09:00,24.5,814,13.3,49.7
2026-07-19 10:00,25.6,929,12.4,44
2026-07-19 11:00,26.8,966,9.7,34.2
2026-07-19 12:00,27.5,962,9.2,31.7
2026-07-19 13:00,28,857,9.7,31.9
2026-07-19 14:00,28.4,704,9.1,29.9
2026-07-19 15:00,27.9,346,8.6,29.7
2026-07-19 16:00,27.8,390,8.5,29.8
2026-07-19 17:00,26.7,242,9.5,34
2026-07-19 18:00,25.3,61,9.7,37.3
2026-07-19 19:00,23.7,4,9.4,40.2
2026-07-19 20:00,22.6,1,8.4,40.2
2026-07-19 21:00,21.6,1,7.3,39.6
2026-07-19 22:00,21.1,1,8.4,44
2026-07-19 23:00,20.5,1,9.7,49.7
2026-07-20 00:00,20,1,9.1,49.3
2026-07-20 01:00,19.5,1,8.5,48.7
2026-07-20 02:00,18.7,1,8.2,50.3
2026-07-20 03:00,18,2,7.7,51
2026-07-20 04:00,17.5,17,7.3,51.1
2026-07-20 05:00,18,158,7.3,49.7
2026-07-20 06:00,19.9,337,7.8,45.7
2026-07-20 07:00,21.3,519,8.2,42.9
2026-07-20 08:00,21.6,678,9.8,46.9
2026-07-20 09:00,22.4,813,10.2,46.1
2026-07-20 10:00,23.2,900,10.5,44.7
2026-07-20 11:00,24.1,917,10.5,42.6
2026-07-20 12:00,25,909,10.3,39.7
2026-07-20 13:00,26.1,845,8.5,32.8
2026-07-20 14:00,26.9,737,5.9,26.3
2026-07-20 15:00,27.3,537,5.9,25.6
2026-07-20 16:00,27.4,351,6.5,26.6
2026-07-20 17:00,27,185,6.9,27.9
2026-07-20 18:00,25.7,74,7.2,30.8
2026-07-20 19:00,24.1,5,7.3,34.1
2026-07-20 20:00,22.7,1,7.1,36.4
2026-07-20 21:00,21.7,1,5.7,35.3
2026-07-20 22:00,21.1,1,5.3,35.6
2026-07-20 23:00,20.5,1,5,36.1
2026-07-21 00:00,19.5,1,5.1,38.6
2026-07-21 01:00,18.2,1,5.3,42.9
2026-07-21 02:00,17.5,1,5.6,45.4
2026-07-21 03:00,16.6,2,5.3,47
2026-07-21 04:00,16,20,5,48.1
2026-07-21 05:00,16.5,154,5.1,46.9
2026-07-21 06:00,18,335,5.3,43.2
2026-07-21 07:00,19.6,516,5.7,40.3
2026-07-21 08:00,20.5,682,7.1,41.8
2026-07-21 09:00,21.5,817,7.7,41.1
2026-07-21 10:00,21.9,909,7.9,40.6
2026-07-21 11:00,23.1,936,8.6,39.5
2026-07-21 12:00,23.9,909,9,38.8
2026-07-21 13:00,24.7,857,8.9,36.6
2026-07-21 14:00,25.6,686,8.1,32.8
2026-07-21 15:00,26.1,440,8,31.7
2026-07-21 16:00,26.3,410,5.6,26.5
2026-07-21 17:00,25.4,220,4.9,26.7
2026-07-21 18:00,23.9,62,5.7,30.8
2026-07-21 19:00,22.2,4,6,34.9
2026-07-21 20:00,21.2,1,5.3,35.4
2026-07-21 21:00,20.7,1,4.8,35.2
2026-07-21 22:00,19.8,1,5,37.8
2026-07-21 23:00,19.4,1,5,38.7
2026-07-22 00:00,19.5,1,5.3,39.2
2026-07-22 01:00,18.7,1,5.2,41
2026-07-22 02:00,17.9,1,5.1,42.9
2026-07-22 03:00,17.1,2,5.4,46.2
2026-07-22 04:00,16.4,17,5.8,49.5
2026-07-22 05:00,17.2,161,6,47.9
2026-07-22 06:00,18.7,342,6.6,45.3
2026-07-22 07:00,20.3,520,7.6,43.9
2026-07-22 08:00,20.4,679,9,47.6
2026-07-22 09:00,21.3,815,9.3,46.2
2026-07-22 10:00,22.1,910,9.2,43.9
2026-07-22 11:00,23.5,937,9.8,42
2026-07-22 12:00,24.4,917,9.6,39
2026-07-22 13:00,25.8,860,7.4,31.2
2026-07-22 14:00,26.4,738,6.1,27.3
2026-07-22 15:00,27,564,3,21.4
2026-07-22 16:00,27.3,395,2.2,19.7
2026-07-22 17:00,26.9,219,3.4,22
2026-07-22 18:00,25.9,65,4.5,25.3
2026-07-22 19:00,23.5,5,5.2,30.6
2026-07-22 20:00,22.6,1,4.1,30
2026-07-22 21:00,22.1,1,4.2,31.1
2026-07-22 22:00,21.4,1,4.3,32.6
2026-07-22 23:00,20.7,1,4.5,34.5
2026-07-23 00:00,20.3,1,4.7,36.1
2026-07-23 01:00,19.2,1,5.3,40.2
2026-07-23 02:00,18.7,1,5.8,42.6
2026-07-23 03:00,18.7,1,6,43.2
2026-07-23 04:00,18.5,20,7.2,47.5
2026-07-23 05:00,19.4,175,7.1,44.8
2026-07-23 06:00,20.6,264,8,44.3
2026-07-23 07:00,20.9,377,9.5,47.9
2026-07-23 08:00,21.9,609,10.1,47.3
2026-07-23 09:00,22.7,812,9.9,44.4
2026-07-23 10:00,23.7,885,9.7,41.1
2026-07-23 11:00,24.9,926,8.9,36.2
2026-07-23 12:00,25.3,900,8.6,34.9
2026-07-23 13:00,26.6,868,5.5,26.1
2026-07-23 14:00,27.3,759,5.9,25.5
2026-07-23 15:00,27.7,602,5.1,23.7
2026-07-23 16:00,27.4,388,5.6,24.8
2026-07-23 17:00,26.6,188,3.9,23.3
2026-07-23 18:00,25.3,67,3.7,24.7
2026-07-23 19:00,23.4,5,4.8,29.9
2026-07-23 20:00,22.2,1,4.5,31.4
2026-07-23 21:00,21.4,1,4.4,33
2026-07-23 22:00,20.9,1,4.1,33.2
2026-07-23 23:00,20.4,1,4.4,35.1
2026-07-24 00:00,19.8,1,4.9,37.5
2026-07-24 01:00,19.3,1,4.3,37.1
2026-07-24 02:00,18.4,1,4.6,39.9
2026-07-24 03:00,17.4,2,4.7,43.1
2026-07-24 04:00,16.9,13,4.8,45
2026-07-24 05:00,17.2,156,5.6,46.3
2026-07-24 06:00,19.2,342,5.7,41.1
2026-07-24 07:00,20.7,517,6.2,39
2026-07-24 08:00,20.8,675,8,43.7
2026-07-24 09:00,21.8,813,8.6,42.7
2026-07-24 10:00,22.6,901,8.4,40.4
2026-07-24 11:00,23.7,929,8.5,37.9
2026-07-24 12:00,25.3,910,8.2,33.6
2026-07-24 13:00,26.4,846,7.5,30.1
2026-07-24 14:00,27.4,738,6.7,26.9
2026-07-24 15:00,28.6,576,5.8,23.6
2026-07-24 16:00,28.4,415,5.3,23
2026-07-24 17:00,27.6,222,4.3,22.5
2026-07-24 18:00,26.2,81,5.3,26.2
2026-07-24 19:00,24.4,5,4.2,27.3
2026-07-24 20:00,23.2,1,-0.7,20.4
2026-07-24 21:00,21.8,1,-1.7,20.8
2026-07-24 22:00,20.8,1,-0.9,23.4
2026-07-24 23:00,20.1,1,1.6,29.4
2026-07-25 00:00,19.2,1,5.5,40.7
2026-07-25 01:00,18.8,1,6.5,44.6
2026-07-25 02:00,18.5,1,6.9,46.7
2026-07-25 03:00,18.2,1,6.3,45.7
2026-07-25 04:00,18.6,29,6,43.6
2026-07-25 05:00,20,48,7.7,45.1
2026-07-25 06:00,21.5,215,10.1,48.3
2026-07-25 07:00,22.5,404,10.4,46.5
2026-07-25 08:00,22.7,377,10.6,46.2
2026-07-25 09:00,24.4,510,10.1,40.6
2026-07-25 10:00,24.5,468,10.3,40.6
2026-07-25 11:00,25.1,347,10.5,39.9
2026-07-25 12:00,24.8,227,11.2,42.5
2026-07-25 13:00,25.5,241,11.6,41.9
2026-07-25 14:00,26,619,12.9,44.2
2026-07-25 15:00,26.6,501,13,42.9
2026-07-25 16:00,26.1,199,11.9,41.2
2026-07-25 17:00,25.8,103,11.7,41.5
2026-07-25 18:00,25.4,21,11.6,42.2
2026-07-25 19:00,24.2,2,12.5,48
2026-07-25 20:00,23,1,12.8,52.6
2026-07-25 21:00,22.7,1,12.6,53.1
2026-07-25 22:00,22.5,1,11.5,50
